"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043536","positive regulation of blood vessel endothelial cell migration","4/119","80/18860",0.05,7.92436974789916,4.94554184052687,0.00164706709189319,0.0464173684004463,0.0395813789049244,"TGFBR3/ANXA1/ETS1/VEGFC",4
"GO:0001704","formation of primary germ layer","5/119","135/18860",0.037037037037037,5.86990351696234,4.52493931016544,0.00165973903696471,0.0464173684004463,0.0395813789049244,"COL8A1/COL12A1/EYA1/ITGA4/FN1",5
"GO:0003418","growth plate cartilage chondrocyte differentiation","2/119","10/18860",0.2,31.6974789915966,7.73719360464976,0.00171871970080516,0.0470219292057238,0.0400969046904088,"MATN1/TGFBR2",2
"GO:0060385","axonogenesis involved in innervation","2/119","10/18860",0.2,31.6974789915966,7.73719360464976,0.00171871970080516,0.0470219292057238,0.0400969046904088,"ITGA4/EDNRA",2
"GO:0002262","myeloid cell homeostasis","6/119","201/18860",0.0298507462686567,4.73096701367114,4.23751927179494,0.00174053605527001,0.0470959606509391,0.0401600333593731,"TGFBR3/ARID4A/KMT2E/ANXA1/CASP3/ETS1",6
"GO:0035909","aorta morphogenesis","3/119","38/18860",0.0789473684210526,12.5121627598408,5.66046703397048,0.00175884795438549,0.0470959606509391,0.0401600333593731,"COL3A1/EYA1/TGFBR2",3
"GO:0001570","vasculogenesis","4/119","82/18860",0.0487804878048781,7.73109243697479,4.86748076682532,0.00180398093499902,0.0472981251395056,0.0403324246322698,"TGFBR3/HEG1/TGFBR2/YAP1",4
"GO:0046637","regulation of alpha-beta T cell differentiation","4/119","82/18860",0.0487804878048781,7.73109243697479,4.86748076682532,0.00180398093499902,0.0472981251395056,0.0403324246322698,"RUNX1/TGFBR2/ANXA1/SYK",4
"GO:0072175","epithelial tube formation","5/119","139/18860",0.0359712230215827,5.70098543014328,4.43269871942744,0.0018868852918798,0.0487145233587973,0.0415402267229524,"TCTN1/SLC39A12/CASP3/COBL/EGF",5
"GO:0071604","transforming growth factor beta production","3/119","39/18860",0.0769230769230769,12.191338073691,5.57480142153762,0.00189671167626624,0.0487145233587973,0.0415402267229524,"COL3A1/FN1/FBLN1",3
"GO:0003151","outflow tract morphogenesis","4/119","84/18860",0.0476190476190476,7.54701880752301,4.79201450407526,0.00197097398251595,0.0496094151399265,0.0423033257931582,"TGFBR3/EYA1/TGFBR2/EDNRA",4
"GO:0042246","tissue regeneration","4/119","84/18860",0.0476190476190476,7.54701880752301,4.79201450407526,0.00197097398251595,0.0496094151399265,0.0423033257931582,"RUNX1/ANXA1/APOD/YAP1",4
"GO:0045621","positive regulation of lymphocyte differentiation","5/119","141/18860",0.0354609929078014,5.62012038858096,4.38791248438519,0.00200862381987146,0.0496751838371737,0.0423594085874986,"RUNX1/PTPRC/TGFBR2/ANXA1/SYK",5
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","4/119","85/18860",0.0470588235294118,7.45823035096392,4.75520727235079,0.00205835225925545,0.0496751838371737,0.0423594085874986,"DCN/ADAMTS3/ANXA1/VEGFC",4
"GO:0048644","muscle organ morphogenesis","4/119","85/18860",0.0470588235294118,7.45823035096392,4.75520727235079,0.00205835225925545,0.0496751838371737,0.0423594085874986,"TGFBR3/HEG1/COL3A1/EDNRA",4
"GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","9/119","446/18860",0.0201793721973094,3.19817613143912,3.74362447903169,0.00208382849414805,0.0496751838371737,0.0423594085874986,"COL1A2/TGFBR3/HSP90AB1/COL3A1/ARID4A/WWTR1/SULF1/TGFBR2/TOB1",9
"GO:0045586","regulation of gamma-delta T cell differentiation","2/119","11/18860",0.181818181818182,28.8158899923606,7.35328800239442,0.00209200217987303,0.0496751838371737,0.0423594085874986,"PTPRC/SYK",2
"GO:0046645","positive regulation of gamma-delta T cell activation","2/119","11/18860",0.181818181818182,28.8158899923606,7.35328800239442,0.00209200217987303,0.0496751838371737,0.0423594085874986,"PTPRC/SYK",2
